bibcode,title,author,pubdate,url,abstract,keywords
2024LPICo3063.5076R,Quantifying the Role of Heat-Producing Elements on Lunar Interior Thermal Profiles,"Roy, A.; Mallik, A.; Bremner, P. M.; Diamond, M. R.; Haviland, H. F.; Goepfert, T. J.; Hervig, R. L.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5076.pdf,Exploring the effect of decaying radioactive heat production elements on the thermal profile for the Moon's interior via experimental petrology and conductive modeling. We explore the effects of varying bulk composition and degree of mantle overturn.,
2024LPICo3063.5077B,Lunar Reconnaissance Orbiter Landing Site Support and Characterization,"Banks, M. E.; Barker, M. K.; Bennett, K. A.; Dolgas, E.; Henriksen, M. R.; Horvath, T.; Manheim, M. R.; Mazarico, E.; Petro, N. E.; Retherford, K. D.; Robinson, M. S.; Smith, D. E.; Spence, H. E.; Sun, X.; Thomson, B. J.; Whizin, A. D.; Williams, J. -P.; Wilson, J. K.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5077.pdf,We are in an exciting period of lunar exploration. Lunar Reconnaissance Orbiter instrument teams are providing observations and data products to complement surface investigations and provide detailed characterization of landing sites before and after surface activities.,
2024LPICo3063.5078G,Effects of Mineralogy and Maturity on the Far-ultraviolet Reflectance of Apollo Soils,"Gimar, C. J.; Raut, U.; Poston, M. J.; Stevanovic, A.; Protopapa, S.; Greathouse, T. K.; Mayorga, L. C.; Retherford, K. D.; Qasim, D. N.; Grimes, J. T.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5078.pdf,"We present far-ultraviolet (Lyman-alpha to 160 nm) bi-directional reflectance measurements of Apollo soils 10084, 68501, and 71061, showing how mineralogical differences and space weathering likely affect lunar soil far-UV reflectance.",
2024LPICo3063.5079M,Farside: Radio investigations of the Dark Ages and Exoplanet Magneto-spheres from the Moon,"Mahesh, N.; Bowman, J. D.; Burns, J. O.; Hallinan, G. H.; Jacobs, D. J.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5079.pdf,Low-frequency &lt; 30MHz observations from the Moon will probe for information from two of the most significant areas of astrophysics:understanding our Universe's early history and characterizing exoplanets. I will present plans for a studied concept.,
2024LPICo3063.5080A,More on the Continued Use of the Mean Earth (ME) Coordinate System for the Moon,"Archinal, B.; Fassett, C.; Gaddis, L.; Hare, T.; Malaret, E.; Ostrach, L.; Park, R.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5080.pdf,"The Findings from the 2023 LEAG white paper are reviewed, that the mean Earth/polar axis (ME) coordinate system should continue to be used for determining lunar surface coordinates, for lunar mapping and navigation.",
2024LPICo3063.5081A,DIMPLE Concept of Operations Narrative: at the Lander,"Anderson, F. S.; Bierhaus, E. B.; Braden, S. E.; Fagan, A. L.; Fausch, R. G.; Head, J. W.; Joy, K. H.; Levine, J.; Osterman, S.; Pernet-Fisher, J.; Peskosky, N. J.; Tartèse, R.; Wurz, P.; Yant, M.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5081.pdf,A narrative description of the Dating an Irregular Mare Patch with a Lunar Explorer (DIMPLE) payload concept of operations at the lander. Operations for the mobility service will happen in parallel with operations at the lander.,
2024LPICo3063.5082F,On the Characterization of the Dusty Plasma Environment and Its Impact on Lunar Operations,"Freeman, R. H.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5082.pdf,To deep-dive survey literary research sources to better characterize an under-researched lunar dusty plasma domain as well identify both areas of research interest and instrument selection specific to their scientific inquiry.,
2024LPICo3063.5083G,Investigating the Lunar South Pole Thermal Environments In Situ with the LAFORGE Thermal Infrared Instrument aboard the CSA Lunar Rover Mission,"Greenhagen, B. T.; Cahill, J. T. S.; Donaldson Hanna, K. L.; Elder, C. M.; Siegler, M. A.; Warren, T.; Ryan, K.; Clyde, B.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5083.pdf,"The Lunar Advanced Filter Observing Radiometer for Geologic Exploration (LAFORGE) instrument is a multispectral thermal infrared imaging radiometer designed to maximize temperature accuracy, especially at temperatures below 100K.",
2024LPICo3063.5084S,Systematic Grid Sampling Strategy in the Artemis III Malapert Massif Candidate Landing Region,"Sonke, A. J.; Coelho, T.; Lee, J.; De Fazio, V. M.; Robinson, M. S.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5084.pdf,"We strongly advocate for the use of a grid sampling strategy, commonly used in exploration geology, in conjunction with station sampling to address the Artemis 3 Geology Team science objectives in the Malapert massif candidate landing region.",
2024LPICo3063.5085K,Enhanced Visualization of Candidate Artemis III Landing Site Using Image Processing Techniques,"Khatri, S.; Shubham, S.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5085.pdf,"We attempt image processing methods to improve the amount of visual information that can be inferred from a candidate landing site. Here we use the high resolution image mosaic for Nobile Rim 1, and use image processing to enhance details.",
2024LPICo3066.8002A,Long-Term Variations of Temperature and H2SO4 Gas Mixing Ratio in the Venusian Atmosphere Investigated by Venus Express and Akatsuki Radio Occultation Measurements,"Ando, H. A.; Noguchi, K. N.; Imamura, T. I.; Sagawa, H. S.; Oschlisniok, J. O.; Tellmann, S. T.; Pätzold, M. P.",2024-11-00,http://www.hou.usra.edu/meetings/vexag2024/pdf/8002.pdf,We analyzed Venus Express and Akatsuki radio occultation data to investigate the long-term variations of temperature and H2SO4 gas mixing ratio around the cloud bottom. The comparison between our results and other measurements are also discussed.,
2024LPICo3066.8003X,Predicting CO Cameron-Band Auroral Emission at Venus Using VEx Observations,"Xu, S.; Frahm, R.; Ma, Y. J.; Mitchell, D. L.; Luhmann, J. G.; Gerard, J. -C.; Soret, L.; Lillis, R. J.",2024-11-00,http://www.hou.usra.edu/meetings/vexag2024/pdf/8003.pdf,"By utilizing an empirical relation, we independently predict and analyze the possible CO Cameron-band emission brightness at Venus using the electron observations from the Venus Express mission. This study is useful for future Venus mission design.",
2024LPICo3066.8004E,Nitrogen Helium Filled Cloud-Top Gliding Self-Inflating Mini-Airships with Polysulphone UHMWPE Self-Inflating Composite Shell Tungsten Instrumentation Tungsten Carbide Coating,"Ektate, S. E.",2024-11-00,http://www.hou.usra.edu/meetings/vexag2024/pdf/8004.pdf,Polysulphone UHMWPE Tungsten Polymer Composite High-Temperature Memory Polymer Shell with He N2 on Spot-Inflation and Tungsten Instrumentation with Tungsten Carbide Coating on Gliding Winged Probes with N2 He self-inflation at CO2 H2SO4 Venus Clouds.,
2024LPICo3066.8005L,Venus Atmospheric Structure Investigation (VASI) on DAVINCI: 2024 Development Status,"Lorenz, R. D.; Garvin, J. B.; Johnson, N.; Getty, S.; Arney, G.; Kohler, E.; Forget, F.; Lebonnois, S.; Izenberg, N.; Atkinson, D.; Crisp, D.; Li, X.; Imasuen, A.; Haglund, M.; Vidal, S.",2024-11-00,http://www.hou.usra.edu/meetings/vexag2024/pdf/8005.pdf,We report on the anticipated capabilities and implementation of instrumentation to measure the structure and dynamics of the Venus atmosphere during the entry and descent of the DAVINCI probe.,
2024LPICo3066.8006A,"""Venus Dementia"" Revisited: Preservation of Scientifically and Historically Significant Data","Austin, T. J.; O'Rourke, J. G.",2024-11-00,http://www.hou.usra.edu/meetings/vexag2024/pdf/8006.pdf,A staggering volume of scientifically useful and historically significant datasets are not readily accessible to researchers or the general public. We discuss our efforts to preserve this data.,
2024LPICo3066.8007G,Simulating Superimposed Topographic Signatures at Radially Fractured Centers (RFCs) on Venus Using Numerical Models of Dual Magma Reservoir Systems,"Gale, R. V.; Grosfils, E. B.",2024-11-00,http://www.hou.usra.edu/meetings/vexag2024/pdf/8007.pdf,2D axisymmetric numerical models of a dual magma reservoir system are employed to simulate topographic signatures of Radially Fractured Centers (RFCs) on Venus. The parameter space is explored with a Monte Carlo approach and then further refined.,
2024LPICo3066.8008S,Correlation Between Whistler Wave Occurrences in the Venusian Ionosphere and Number of Sunspots,"Shrivastava, K.; Pabari, J. P.",2024-11-00,http://www.hou.usra.edu/meetings/vexag2024/pdf/8008.pdf,"Using statistical analysis, we aim to correlate the occurrence of whistler waves in the Venusian ionosphere to the number of sunspots, leveraging the data from Venus Express for 2012. The result found a weak correlation between the two.",
2024LPICo3066.8009B,"Detailed Mapping, Swarm Interactions, and Geological History of Onenhste's Dyke Swarms and Surrounding Coronae in Parga Chasmata, SE of Atla Regio, Venus","Ben Marzoug, M.; El Bilali, H.; Ernst, R. E.; Buchan, K. L.; Head, J. W.; Hannour, N.",2024-11-00,http://www.hou.usra.edu/meetings/vexag2024/pdf/8009.pdf,"Mapping of 46,000 lineaments in Venus' Parga Chasmata links them to coronae and magmatic centers. The study reveals their ages and alignments, offering new insights into the evolution of coronae and the dynamics of rift systems.",
2024LPICo3066.8010H,"Graben Systems and Geological History of Mbokomu Mons Region, Along Parga Chasmata, SE of Atla Regio, Venus","Hannour, N.; El Bilali, H.; Ernst, R. E.; Buchan, K. L.; Head, J. W.; Ben Marzoug, M.",2024-11-00,http://www.hou.usra.edu/meetings/vexag2024/pdf/8010.pdf,"More than 39,000 grabens (interpreted to overlie dyke swarms) were mapped in the Mbokomu Mons region, along Parga Chasmata, Venus, revealing radiating and circumferential swarms associated with Mbokomu Mons and coronae, Among, Repa, and two unnamed coronae.",
2024LPICo3066.8011P,TPS Design to Manufacturing in Support of Rocket Lab's Probe Mission to Venus,"Peterson, K.; Gasch, M.; Venkatapathy, E.",2024-11-00,http://www.hou.usra.edu/meetings/vexag2024/pdf/8011.pdf,"This presentation describes the TPS design, manufacturing and integration challenges for the privately funded Rocket Lab' mission to Venus. The presentation will describe challenges and solutions associated with the smallest Venus probe.",
2024LPICo3066.8012I,Relevant Environment Testing and Fabrication of Prototype Venus Aerobots,"Izraelevitz, J. S.; Emanuel, B.; Pauken, M. T.; Krishnamoorthy, S.; Goel, A.; Baines, K. H.; Byrne, P.; Cutts, J. A.; Tabb, R.; Turner, C.; Carlson, K.; Lachenmeier, T.; Hall, J. L.",2024-11-00,http://www.hou.usra.edu/meetings/vexag2024/pdf/8012.pdf,"Overview of JPL and Aerostar's technology development efforts on a balloon platform for the Venus cloudlayer; including acid exposure testing, flight dynamics, aerial deployment trials, and fabrication.",
2024LPICo3066.8013F,"Dyke Swarm History of the Eve Corona Region on the Southern Side of Alpha Regio, Venus, and Potential Implications for the Upcoming DAVINCI Mission","Fardy, I. J.; Ernst, R. E.; El Bilali, H.",2024-11-00,http://www.hou.usra.edu/meetings/vexag2024/pdf/8013.pdf,Detailed geological mapping of grabens in the Eve Corona region on Venus was conducted as an undergraduate thesis. Further work expanding into the adjacent Alpha Regio tesserae region will provide crucial data for imagery from NASA's DAVINCI mission.,
2024LPICo3066.8014B,A Cold Case for a Hot Planet: Pioneer Venus Data Restoration,"Belkhodja, I.; Williams, D.",2024-11-00,http://www.hou.usra.edu/meetings/vexag2024/pdf/8014.pdf,"This project constituted of restoring Pioneer Venus Large Probe Neutral Mass Spectrometry data with NSSDCA, and interpolating Atmospheric Structure Experiment data corresponding to LNMS altitudes.",
2024LPICo3066.8016O,Simulating Climates and JWST Observations of Two Potential ExoVenuses,"Ostberg, C. M.; Clarkson, O.; Miles, E. L.; Kane, S. R.; Way, M. J.",2024-11-00,http://www.hou.usra.edu/meetings/vexag2024/pdf/8016.pdf,We used a 3D climate model to simulate potential climate states of LHS 1140 c and TOI-1266 c. LHS 1140 c experienced snowfall on its nightside. We also demonstrate that JWST could detect their atmospheres in as little as 5 transit observations.,
2024LPICo3066.8017W,Utilization of a Radioisotope Power System to Enable Long-Term Venus Mission,"Wiley, J. R.; Matthews, J. R.; Gilbert, A. Q.",2024-11-00,http://www.hou.usra.edu/meetings/vexag2024/pdf/8017.pdf,"The extreme environment of the surface of Venus has prevented long-term missions to the surface. Solar panels cannot operate due to the heat and atmosphere. Radioisotope thermoelectric generators, however, may be able to survive and thrive on Venus.",
2024LPICo3066.8018S,Glow: A Mission Concept to Explore Venus' Upper Atmospheric Dynamics by Monitoring Nightglows and Cloud Motion,"Sciamma-O'Brien, E.; Brecht, A.; McGouldrick, K.; Ennico Smith, K.; Ray, H.; Homan, J.; Colaprete, A.; Hoslclaw, G.; Hoffman, D.; Noe-Dobrea, E.; Courtney, M.",2024-11-00,http://www.hou.usra.edu/meetings/vexag2024/pdf/8018.pdf,The Glow mission concept is currently being developed for the NASA Small Innovative Mission for Planetary Exploration mission opportunity. Glow's goal is to understand the dynamical connection between Venus' lower and upper atmosphere circulation.,
2024LPICo3066.8019S,Extraction of Kinetic Scale Structures from Venus Magnetosphere Using Parker Solar Probe Data Flyby,"Sur, D.",2024-11-00,http://www.hou.usra.edu/meetings/vexag2024/pdf/8019.pdf,"The kinetic structures such as double layers and phase-space holes were observed during the 4th Venus flyby of Parker Solar Probe on February 20, 2021. These structures were found by using Parker Solar Probe FIELDS instrument high resolution data.",
2024LPICo3066.8020G,The Behavior of the Oi 557.7 Oxygen Green Line and Discovery of CO B-A 483.5 nm Aurora on Venus,"Gray, C.; Schmidt, C.; Lierle, P.",2024-11-00,http://www.hou.usra.edu/meetings/vexag2024/pdf/8020.pdf,"Here we present the behavior of Venus' oxygen green line aurora over the years as well as the discovery of a new aurora, the CO Angstrom band at 483.5 nm.",
2024LPICo3068.2109H,"NASA-DARES 2025: The NASA Astrobiology Strategy for Decadal Advances in Research, Exploration, and Synthesis","Harris, R. L.; Hays, L. E.; Grinspoon, D.; NASA Astrobiology Program",2024-10-00,http://www.hou.usra.edu/meetings/astrobiology2024/pdf/2109.pdf,"This presentation from the NASA Astrobiology Program outlines the structure, scope, and goals of the forthcoming 2025 NASA Astrobiology Strategy for Decadal Advancements in Research, Exploration, and Synthesis (NASA-DARES 2025).",
