bibcode,url,title,abstract,pubdate,author,keywords
2024LPICo3040.2588F,http://www.hou.usra.edu/meetings/lpsc2024/pdf/2588.pdf,Evaluation of the InSightSeers Mission Observers Program,We provide a quantitative pedagogical evaluation of the InSightSeers mission observers program.,2024-03-00,"Fernando, B.; Newman, C.; Daubar, I. J.; Beghein, C.; Irving, J. C. E.; Johnson, C.; Panning, M. P. P.; Plesa, A. C.; Smrekar, S.; Stanley, S.; Banerdt, W. B.",
2024LPICo3040.2655D,http://www.hou.usra.edu/meetings/lpsc2024/pdf/2655.pdf,"Lessons Learned from the 2023 Joint DPS-EPSC Meeting in San Antonio, Texas, with Applicability to Other Meetings in Areas with Problematic Public Policies",Inclusive meetings / Have broad considerations / Still seek to improve.,2024-03-00,"Daubar, I. J.; Takir, D.; Roberts, J. H.; Piatek, J.; Berdis, J. R.; Brooks, S. M.; Diniega, S.; Elrod, M. K.; Masiero, J.; Walker, A.; Vance, S. D.",
2024LPICo3040.2697S,http://www.hou.usra.edu/meetings/lpsc2024/pdf/2697.pdf,Planetary Resources and Content Heroes (ReaCH): Progress on a Model for Culturally Inclusive Public Engagement Workshops,Planetary ReaCH / Replicable model for / Engagement workshops.,2024-03-00,"Shaner, A. J.; King, J.; Kriescher, D.; Lynch, K. L.; Rivera-Valentín, E. G.; Shebby, S.; Shupla, C.; Planetary ReaCH Team",
2024LPICo3043.8001W,http://www.hou.usra.edu/meetings/terrestrialanalogs2024/pdf/8001.pdf,GeoSPACE: Bringing Field Geology and Planetary Geoscience to the Accessibility Challenged,"This presentation describes our GeoSPACE project, a 2-week college course aiming to bring the geology field experience to students that are accessibility challenged.",2024-08-00,"Williams, D. A.; Marshall, A.; Meier, M.; Redding, S. L.; Gallant, E.; Piatek, J.; Thatcher, S.; Bearden, A.; Arroyo, Y.; Collins, T.; Williams, A.; Elardo, S.",
2024LPICo3043.8040W,http://www.hou.usra.edu/meetings/terrestrialanalogs2024/pdf/8040.pdf,Holey Tour Planetary Geology Field Trip: Recent Changes for an Evolving Planetary Community,"This presentation discusses updates and changes to the ASU Holey Tour introductory planetary geology field trip, including a virtual field trip that is now available online.",2024-08-00,"Williams, D. A.; Narish, M.; Anbar, A. D.",
2024LPICo3060.6017F,http://www.hou.usra.edu/meetings/marsinterior2024/pdf/6017.pdf,InSight's Diversity and Inclusion Working Group,in this talk we will give an overview of the work of InSight's Diversity and Inclusion Working Group.,2024-07-00,"Fernando, B. A.; Daubar, I. J.; Newman, C.; Irving, J. C. E.; Johnson, C.",
2024LPICo3063.5001M,http://www.hou.usra.edu/meetings/leag2024/pdf/5001.pdf,The Need for an International Lunar Volatile Strategy,"We are at a critical turning point in space exploration. This is both an exciting time for humanity, and an urgent time for ensuring that we measure the pristine composition lunar volatiles to answer fundamental questions posed by the Decadal Survey .",2024-10-00,"Mandt, K. E.",
2024LPICo3063.5002T,http://www.hou.usra.edu/meetings/leag2024/pdf/5002.pdf,"Introduction to Lunar Caves: The Significance, Challenges, and Possibilities","This abstract focuses on the exciting discovery of lunar caves made from lava tubes and the causes, prospects, and opportunities associated with this discovery.",2024-10-00,"Tymchuk, B. M.; Johnson, J. C.; Johnson, P. A.; Mardon, A. A.",
2024LPICo3063.5003I,http://www.hou.usra.edu/meetings/leag2024/pdf/5003.pdf,"Development of a Reusable Lunar Environment Electrical Connector, the Dust Tolerant Connector","The Dust Tolerant Con-nector (DTC), solves the problem of a reusable electrical connector, cable of enduring the rigors of the lunar environment.",2024-10-00,"Indyk, S. I.; Xu, H. Y.; Schultz, J. T.; Mellman, B. S.; Tomasco, S. N.; Bywaters, K. F.; Traden, N. W.; Moreno, A. J.; Zacny, K. A.",
2024LPICo3063.5004B,http://www.hou.usra.edu/meetings/leag2024/pdf/5004.pdf,Expanding Lunar Gateway Capabilities: A Comprehensive Framework for Multi-Planetary Missions to Mars and Ceres,"The concept of deep space exploration is evolving rapidly, with space agencies and private companies setting their sights on more ambitious goals. Building on innovative proposals like the Human Crewed Interplanetary Transport Architecture (HUCITAR), a new vision is emerging that could revolutionize our approach to exploring the solar system. This vision centers on enhancing the planned Lunar Gateway to serve as a crucial staging point for expeditions to both Mars and Ceres, with potential launches in the 2040-2050 timeframe.",2024-10-00,"Biswal M, Malaya Kumar; Kumar, V. Ramesh",
2024LPICo3063.5005F,http://www.hou.usra.edu/meetings/leag2024/pdf/5005.pdf,"ILEWG LUNEX EuroMoonMars Earth Space Innovation Academy: Lunar Missions, Data, Instruments, Field Work, Astronauts, Habitats, and Business","We describe research highlights from ILEWG LUNEX EuroMoonMars Earth Space Innovation, EuroSpaceHub Academy partners contributing to MoonMars missions, Field Research, Astronautics, and Entrepreneurship.",2024-10-00,"Foing, B. H.; Rogers, H.; Lee, T. S.; Stoker, C.; Ehrenfreund, P.; Laforet, C.; Tataj, H.; Doyle, E.; Pascual, J.; Puriene, V.; Gomez de Castro, I.; Fazel, F.; Claeys, K.; Robertson, C.; Balfe, M.; Laffey, J.; Harvey, M.; Crampe, M.; Ducai, T.; Crotti, S.; Zanchi, M.; Tagne, D.; Vleugels, S.; Swida, O.; Hoogenboom, R.; Abbink, D.; Kolodziejczyk, A.; Perrier, I. R.; Baatout, S.; Pavanello, S.; Musilova, M.; Heemskerk, M.; Pouwels, C.; Tavernier, A.; McGrath, K.; Ehreiser, A.; Schlarmann, L.; Reymens, B.; Sol, P.; Gautam, K.; Wedler, A.; Autino, A.; Heinz, S.; Pelton, J.; Crisafulli, J.; Beldavs, V.; Tacchini, D.; Hutchinson, A.; Duboille, C.; Gil Navidad, M.; Foing, V.; Demir, B.; Reibaldi, G.; Mankins, J.; Molony, S.; Osioanu, D.; Ip-Jewell, S.; ILEWG Lunex Euromoonmars Team",
2024LPICo3063.5006T,http://www.hou.usra.edu/meetings/leag2024/pdf/5006.pdf,"All Female Crew ""Lotus"" for Artemis Base Camp: EuroMoonMars Poland EMMPOL21/AATC85 Campaign 2024","An overview of the ""Lotus"" AATC85 EMMPOL21 LUNEX EuroMoonMars all-female mission. As space exploration is a frontier of research and technology development an on-Earth moonbase simulation can provide insight for future space missions such as Artemis.",2024-10-00,"Tataj, H. Z.; Della Guardia, J.; Harutyunyan, H.; Ramos Moreno, L.; Verdan, C.; Kołodziejczyk, A.; Komenda, K.; Foing, B.",
2024LPICo3063.5007L,http://www.hou.usra.edu/meetings/leag2024/pdf/5007.pdf,4Artemis3 Rehearsal with the First Woman on the Moon,"Artemis 3, set for NET September 2026, will return humans to the Moon, including the first woman. The 4Artemis3 LUNEX EuroMoonMars Poland initiative conducted a seven-day analog mission in a windowless Moonbase, simulating the Artemis 3 with 2-crew.",2024-10-00,"Laforet, C.; Harvey, M.; Kołodziejczyk, A.; Foing, B.",
2024LPICo3063.5008S,http://www.hou.usra.edu/meetings/leag2024/pdf/5008.pdf,Update on the Prospects for Finding Ice on the Moon,"The remarkable observations by ShadowCam, advances regarding the spin axis evolution of the Moon, and other recent results call for a reassessment of the distribution of lunar ice. A consistent picture for ice on the Moon has begun to emerge.",2024-10-00,"Schorghofer, N.",
2024LPICo3063.5009J,http://www.hou.usra.edu/meetings/leag2024/pdf/5009.pdf,Computational Analysis of Adhesive Properties of Mussel Foot Proteins from Mytilus Californianus as a Model in Space Environments,"This study explores the stability of mussel foot proteins (MFPs) under space conditions using molecular dynamics simulations, revealing potential applications in space bioadhesives and medicine.",2024-10-00,"Jagmag, S. H.; D'souza, N.",
2024LPICo3063.5012J,http://www.hou.usra.edu/meetings/leag2024/pdf/5012.pdf,"The Exciting Possibilities with 3D Printing for Space Travel, Lunar Colonization, and Infrastructure",This article focuses on the amazing possibilities and assistance that 3D printing can provide to space travel and colonization.,2024-10-00,"Johnson, J. C.; Tymchuk, B. M.; Johnson, P. A.; Mardon, A. A.",
2024LPICo3063.5013R,http://www.hou.usra.edu/meetings/leag2024/pdf/5013.pdf,On the Importance of Geological and Geophysical Lunar Field Work Enabled by Artemis Base Camp,Time and equipment are the most geoscience-enabling aspects of having one or multiple Artemis Base Camps on the Moon to support crew. We present six Findings highlighting advancements to lunar geoscience from such base camps.,2024-10-00,"Runyon, K. D.; Buxner, S.; Crane, K.; Crow, C.; Douglas, A.; Edgar, L.; Eppler, D.; Hurtado, J. M.; Rubins, K.; Wagner, M.",
2024LPICo3063.5016N,http://www.hou.usra.edu/meetings/leag2024/pdf/5016.pdf,Surface Operation Plan for the Heat Flow Measurement on the Blue Ghost Mission to Mare Crisium,The surface operation plan for the heat flow probe on the CLPS mission to Mare Crisium by Firefly Aerospace is described.,2024-10-00,"Nagihara, S.; Sanasarian, L.; Ngo, P.; Zacny, K.",
2024LPICo3063.5017T,http://www.hou.usra.edu/meetings/leag2024/pdf/5017.pdf,"ExoSpaceHab-Xpress: Preparing a Habitat for Luna Colonization, Artemis Base Camp","As space colonization is inventible, on-Earth simulations can provide valuable information. The ExoSpaceHub-Xpress, is a habitat where such missions can be hosted. During them the essential equipment, electronic devices, and tools can be determined.",2024-10-00,"Tataj, H. Z.; Laforet, C.; Foing, B.",
2024LPICo3063.5018S,http://www.hou.usra.edu/meetings/leag2024/pdf/5018.pdf,Outer Space Classroom in Meteorite Lab: How to Develop School-Based Lessons about Moon Exploration through Lunar Meteorites and Historic Artifacts,"The ""Outer Space Classroom"" uses interactive models, samples, and activities to engage students in multisensory STEAM learning about space exploration.",2024-10-00,"Sit, E. C. L.",
2024LPICo3063.5019F,http://www.hou.usra.edu/meetings/leag2024/pdf/5019.pdf,Lunar Helium-3: New Insights from Apollo-Era Regolith Sample Studies,"Interlune aims to be the first company to commercialize lunar helium-3. Here, I offer new interpretations of Apollo-era helium measurements of lunar regolith through the lens of recent microscopy studies.",2024-10-00,"Frank, E. A.",
2024LPICo3063.5020F,http://www.hou.usra.edu/meetings/leag2024/pdf/5020.pdf,Impact Resurfacing of the Artemis Exploration Zone (AEZ): Sample Locations for Primordial Crust and South Pole-Aitken (SPA) Ejecta,"In this study, we provide insides into the south pole stratigraphy and identify optimal sampling locations for primordial crust and SPA materials. We include ejecta thickness modeling, and excavation depth and compositional analyses.",2024-10-00,"Frueh, T.; Camon, A.; Boyce, M.; Halwa, S.; Ligeza, G.; Lemelin, M.; Kring, D. A.",
2024LPICo3063.5021M,http://www.hou.usra.edu/meetings/leag2024/pdf/5021.pdf,Canada's Rover Development for Lunar Surface Exploration,CSA has been working on the development and launch of two rovers: The Canadian Lunar Rover and the Lunar Utility Vehicle.,2024-10-00,"Morisset, C. -E.; Bergeron, M.; Haltigin, T.; Hill, P.; Lamarche, T.; Lange, C.; Moroso, F.; Picard, M.; Saint-Jacques, D.",
2024LPICo3063.5022D,http://www.hou.usra.edu/meetings/leag2024/pdf/5022.pdf,Space Art: Enhancing Effects of Japanese Calligraphy in a Space Simulation,This study aims to explore the potential of calligraphy in mitigating stress during a lunar base simulation at the Analogue Astronaut Training Center in Poland. It is crucial for astronauts to partake in stress-reducing activities.,2024-10-00,"Della Guardia, J.; Tataj, H. Z.; Foing, B.",
2024LPICo3063.5023B,http://www.hou.usra.edu/meetings/leag2024/pdf/5023.pdf,NASA STMD Lunar Surface Innovation Consortium In-Situ Resource Utilization Focus Group: Update and Path Forward,The Lunar Surface Innovation Consortium (LSIC) In-Situ Resource Utilization (ISRU) Focus Group facilitates the development of ISRU-related technology to enable a sustained presence of the surface of the Moon.,2024-10-00,"Berdis, J.; Hibbitts, C. A.; Coburger, A.; Nord, M.; Miller, R.; Burke, P.",
2024LPICo3063.5024G,http://www.hou.usra.edu/meetings/leag2024/pdf/5024.pdf,Magnetotelluric Sounding of the Lunar Interior at Mare Crisium and Schrodinger Basin,Magnetotellurics will probe the lunar interior at two locations at higher vertical resolution than ever before and without needing an orbital reference measurement. The soundings will contribute to understanding lunar differentiation and asymmetry.,2024-10-00,"Grimm, R. E.; Delory, G. T.; Espley, J. R.; Stillman, D. E.",
2024LPICo3063.5025E,http://www.hou.usra.edu/meetings/leag2024/pdf/5025.pdf,Modeling Lunar Time,"The White House OSTP has instructed NASA to develop a Coordinated Lunar Time (LTC), a lunar analog of TAI. Here, we describe initial efforts to model LTC, including the effects of tidal redshifts, and compare the agreement of 4 models.",2024-10-00,"Eubanks, T. M.; Blase, J. W.; Asmar, S.; Bills, B. G.",
2024LPICo3063.5026C,http://www.hou.usra.edu/meetings/leag2024/pdf/5026.pdf,Cubic Zirconia in Northwest Africa 12593: Evidence of an Era of Intense Bombardment to the Earth-Moon System ~3.5 Ga,"We present the first observation of baddeleyite with cubic phase heritage, indicative of formation at temperatures &gt;2370°C in lunar meteorite NWA 12593, which have ages contemporaneous with multiple impacts on Earth asteroid 4 Vesta.",2024-10-00,"Crow, C. A.; Erickson, T. M.; Economos, R.; Lehman-Franco, K.; Boyce, J. W.; Davis, J. R.; Diaz, C. A.; Flowers, R. M.; Brounce, M.; Schoene, B.; Benowitz, J. A.",
2024LPICo3063.5027N,http://www.hou.usra.edu/meetings/leag2024/pdf/5027.pdf,Farside Seismic Suite: A Pathway to Implement a Lunar Seismic Network via Commercial Missions,"We propose a network of seismometers on the Moon, using NASA's commercial program, to form the backbone of an international seismic network.",2024-10-00,"Nunn, C.; Panning, M. P.; Kedar, S.; Bowles, N.; Calcutt, S.; Drilleau, M.; Garcia, R.; Horleston, A.; Kawamura, T.; Lognonné, P.; Miller, E.; Mimoun, D.; Pike, W. T.; de Raucourt, S.; Weber, R.",
2024LPICo3063.5028H,http://www.hou.usra.edu/meetings/leag2024/pdf/5028.pdf,Exploring Lunar Water and Volatiles with the Heterodyne OH Lunar Miniature Spectrometer (HOLMS),"The following decades will revolutionize space exploration with advanced technologies. We are developing an ultra-mini UV spectrometer to measure lunar water to study its distribution, which is crucial for understanding lunar volatiles and the water cycle.",2024-10-00,"Hosseini, S.; Davidsson, B.; Hendrix, A.; Gronoff, G.; Hendrix, A.; Hurley, D.; Colaprete, A.",
2024LPICo3063.5029P,http://www.hou.usra.edu/meetings/leag2024/pdf/5029.pdf,Combined XRF/XRD Instrument for In Situ Planetary Composition,Baseline design of a compact XRF/XRD instrument that can be flown on future planetary rovers is conceived based on simulation modules. Reflection geometry is demonstrated using lab setup and the relationship between instrument parameters is studied.,2024-10-00,"Pillai, N. S.; Vadodariya, K.; Narendranath, S.",
